SR,NR,TR,VR,SUR1,SUR2,SUR3,UR,FR,OR,RR,BR,MR,CR,Amphibian
300.0,1.0,15.0,3.0,10.0,10.0,10.0,0.0,0.0,100.0,9.0,9.0,0.0,1.0,Common toad
300.0,1.0,15.0,3.0,10.0,10.0,10.0,0.0,0.0,100.0,9.0,9.0,0.0,1.0,Tree frog
300.0,1.0,14.0,1.0,2.0,10.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
300.0,1.0,14.0,1.0,2.0,10.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common toad
300.0,1.0,14.0,1.0,2.0,10.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Tree frog
3500.0,1.0,1.0,2.0,7.0,6.0,1.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Green frogs
3500.0,1.0,1.0,2.0,7.0,6.0,1.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
3500.0,1.0,1.0,2.0,7.0,6.0,1.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common toad
3500.0,1.0,1.0,2.0,7.0,6.0,1.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Fire-bellied toad
3500.0,1.0,1.0,2.0,7.0,6.0,1.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common newt
300.0,1.0,15.0,0.0,2.0,9.0,7.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Green frogs
16000.0,4.0,1.0,2.0,7.0,9.0,2.0,0.0,2.0,100.0,1.0,5.0,0.0,1.0,Green frogs
16000.0,4.0,1.0,2.0,7.0,9.0,2.0,0.0,2.0,100.0,1.0,5.0,0.0,1.0,Brown frogs
16000.0,4.0,1.0,2.0,7.0,9.0,2.0,0.0,2.0,100.0,1.0,5.0,0.0,1.0,Common toad
16000.0,4.0,1.0,2.0,7.0,9.0,2.0,0.0,2.0,100.0,1.0,5.0,0.0,1.0,Fire-bellied toad
16000.0,4.0,1.0,2.0,7.0,9.0,2.0,0.0,2.0,100.0,1.0,5.0,0.0,1.0,Common newt
500.0,1.0,14.0,1.0,14.0,1.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Green frogs
500.0,1.0,14.0,1.0,14.0,1.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
500.0,1.0,14.0,1.0,14.0,1.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common toad
500.0,1.0,14.0,1.0,14.0,1.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Fire-bellied toad
500.0,1.0,14.0,1.0,14.0,1.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common newt
3500.0,1.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Green frogs
3500.0,1.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
3500.0,1.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common toad
3500.0,1.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common newt
300.0,1.0,15.0,1.0,1.0,7.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Green frogs
300.0,1.0,15.0,1.0,1.0,7.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
300.0,1.0,15.0,1.0,1.0,7.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
300.0,1.0,15.0,1.0,1.0,7.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common newt
5000.0,1.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,100.0,5.0,5.0,0.0,1.0,Green frogs
5000.0,1.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
5000.0,1.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,100.0,5.0,5.0,0.0,1.0,Common toad
5000.0,1.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
5000.0,1.0,1.0,0.0,1.0,10.0,2.0,3.0,2.0,100.0,5.0,5.0,0.0,1.0,Common newt
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Green frogs
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Common toad
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Tree frog
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Common newt
10000.0,1.0,1.0,3.0,1.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Great crested newt
10000.0,4.0,1.0,0.0,10.0,2.0,6.0,0.0,1.0,75.0,0.0,0.0,0.0,1.0,Brown frogs
10000.0,4.0,1.0,0.0,10.0,2.0,6.0,0.0,1.0,75.0,0.0,0.0,0.0,1.0,Common toad
10000.0,4.0,1.0,0.0,10.0,2.0,6.0,0.0,1.0,75.0,0.0,0.0,0.0,1.0,Tree frog
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Green frogs
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Brown frogs
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Common toad
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Fire-bellied toad
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Tree frog
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Common newt
29000.0,3.0,1.0,2.0,10.0,6.0,1.0,3.0,3.0,100.0,2.0,0.0,0.0,1.0,Great crested newt
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Green frogs
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Brown frogs
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Common toad
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Fire-bellied toad
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Tree frog
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Common newt
8250.0,1.0,1.0,3.0,6.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Great crested newt
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Green frogs
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Brown frogs
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Common toad
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Fire-bellied toad
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Tree frog
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Common newt
250.0,1.0,7.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,Great crested newt
80000.0,2.0,1.0,1.0,7.0,6.0,2.0,3.0,4.0,100.0,2.0,2.0,0.0,1.0,Green frogs
80000.0,2.0,1.0,1.0,7.0,6.0,2.0,3.0,4.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
80000.0,2.0,1.0,1.0,7.0,6.0,2.0,3.0,4.0,100.0,2.0,2.0,0.0,1.0,Common toad
300.0,1.0,15.0,1.0,2.0,7.0,2.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,15.0,1.0,2.0,7.0,2.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Green frogs
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Brown frogs
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Common toad
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Fire-bellied toad
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Tree frog
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Common newt
500000.0,9.0,1.0,3.0,10.0,6.0,2.0,3.0,3.0,75.0,1.0,1.0,0.0,1.0,Great crested newt
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Green frogs
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common toad
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Fire-bellied toad
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Tree frog
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Common newt
50000.0,10.0,1.0,4.0,2.0,10.0,6.0,0.0,0.0,100.0,2.0,2.0,0.0,1.0,Great crested newt
8000.0,1.0,1.0,2.0,1.0,10.0,6.0,3.0,2.0,100.0,0.0,2.0,0.0,1.0,Green frogs
8000.0,1.0,1.0,2.0,1.0,10.0,6.0,3.0,2.0,100.0,0.0,2.0,0.0,1.0,Brown frogs
450.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,1.0,25.0,1.0,1.0,0.0,1.0,Green frogs
450.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,1.0,25.0,1.0,1.0,0.0,1.0,Brown frogs
450.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,1.0,25.0,1.0,1.0,0.0,1.0,Common toad
450.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,1.0,25.0,1.0,1.0,0.0,1.0,Tree frog
450.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,1.0,25.0,1.0,1.0,0.0,1.0,Common newt
300.0,1.0,15.0,0.0,1.0,10.0,6.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
50.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Brown frogs
50.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Common toad
50.0,1.0,1.0,1.0,6.0,10.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Tree frog
50.0,1.0,1.0,2.0,10.0,10.0,6.0,0.0,0.0,100.0,9.0,5.0,0.0,1.0,Green frogs
50.0,1.0,1.0,2.0,10.0,10.0,6.0,0.0,0.0,100.0,9.0,5.0,0.0,1.0,Brown frogs
8300.0,2.0,1.0,2.0,1.0,10.0,6.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Green frogs
8300.0,2.0,1.0,2.0,1.0,10.0,6.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
8300.0,2.0,1.0,2.0,1.0,10.0,6.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Common toad
8300.0,2.0,1.0,2.0,1.0,10.0,6.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Tree frog
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Green frogs
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Brown frogs
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Common toad
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Fire-bellied toad
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Tree frog
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Common newt
1800.0,1.0,1.0,0.0,10.0,1.0,6.0,3.0,2.0,100.0,1.0,2.0,0.0,1.0,Great crested newt
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Green frogs
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Common toad
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Fire-bellied toad
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Tree frog
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Common newt
150.0,2.0,1.0,1.0,1.0,10.0,6.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,Great crested newt
500.0,1.0,1.0,3.0,10.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,Green frogs
500.0,1.0,1.0,3.0,10.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,Brown frogs
500.0,1.0,1.0,3.0,10.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,Common toad
500.0,1.0,1.0,3.0,10.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,Fire-bellied toad
500.0,1.0,1.0,3.0,10.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,Tree frog
500.0,1.0,1.0,3.0,10.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,Common newt
900.0,1.0,1.0,1.0,1.0,10.0,6.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Green frogs
900.0,1.0,1.0,1.0,1.0,10.0,6.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
900.0,1.0,1.0,1.0,1.0,10.0,6.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Common toad
900.0,1.0,1.0,1.0,1.0,10.0,6.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Fire-bellied toad
900.0,1.0,1.0,1.0,1.0,10.0,6.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Tree frog
900.0,1.0,1.0,1.0,1.0,10.0,6.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Common newt
300.0,1.0,15.0,1.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,15.0,1.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
300.0,1.0,15.0,1.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,15.0,1.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
300.0,1.0,15.0,1.0,1.0,10.0,6.0,1.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
3000.0,1.0,1.0,3.0,2.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Green frogs
3000.0,1.0,1.0,3.0,2.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
3000.0,1.0,1.0,3.0,2.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Common toad
3000.0,1.0,1.0,3.0,2.0,10.0,6.0,0.0,1.0,100.0,5.0,5.0,0.0,1.0,Common newt
450.0,1.0,1.0,1.0,10.0,10.0,10.0,3.0,3.0,100.0,5.0,2.0,0.0,1.0,Green frogs
450.0,1.0,1.0,1.0,10.0,10.0,10.0,3.0,3.0,100.0,5.0,2.0,0.0,1.0,Brown frogs
450.0,1.0,1.0,1.0,10.0,10.0,10.0,3.0,3.0,100.0,5.0,2.0,0.0,1.0,Fire-bellied toad
450.0,1.0,1.0,1.0,10.0,10.0,10.0,3.0,3.0,100.0,5.0,2.0,0.0,1.0,Common newt
300.0,1.0,15.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Green frogs
300.0,1.0,15.0,1.0,1.0,10.0,6.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
200.0,1.0,5.0,2.0,10.0,6.0,1.0,3.0,0.0,100.0,1.0,1.0,0.0,1.0,Green frogs
200.0,1.0,5.0,2.0,10.0,6.0,1.0,3.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
200.0,1.0,5.0,2.0,10.0,6.0,1.0,3.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
700.0,1.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,100.0,1.0,1.0,0.0,1.0,Green frogs
700.0,1.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
700.0,1.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,100.0,1.0,1.0,0.0,1.0,Common toad
700.0,1.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,100.0,1.0,1.0,0.0,1.0,Tree frog
700.0,1.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,100.0,1.0,1.0,0.0,1.0,Common newt
700.0,1.0,1.0,0.0,10.0,6.0,7.0,3.0,2.0,100.0,1.0,1.0,0.0,1.0,Great crested newt
300.0,1.0,14.0,1.0,10.0,6.0,2.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,12.0,2.0,10.0,10.0,2.0,0.0,0.0,50.0,2.0,5.0,0.0,1.0,Brown frogs
300.0,1.0,15.0,1.0,10.0,10.0,6.0,0.0,0.0,100.0,0.0,2.0,0.0,1.0,
300.0,1.0,15.0,1.0,1.0,7.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Tree frog
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Green frogs
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Fire-bellied toad
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Tree frog
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common newt
200.0,1.0,1.0,1.0,6.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Great crested newt
350.0,1.0,1.0,2.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Green frogs
350.0,1.0,1.0,2.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
350.0,1.0,1.0,2.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
350.0,1.0,1.0,2.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Fire-bellied toad
350.0,1.0,1.0,2.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Tree frog
350.0,1.0,1.0,2.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common newt
300.0,1.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,
1000.0,1.0,12.0,1.0,1.0,1.0,10.0,0.0,0.0,100.0,2.0,9.0,0.0,1.0,Brown frogs
100.0,1.0,1.0,1.0,1.0,7.0,10.0,0.0,0.0,100.0,9.0,9.0,0.0,1.0,Brown frogs
100.0,1.0,1.0,1.0,1.0,7.0,10.0,0.0,0.0,100.0,9.0,9.0,0.0,1.0,Common toad
100.0,1.0,1.0,1.0,1.0,7.0,10.0,0.0,0.0,100.0,9.0,9.0,0.0,1.0,Fire-bellied toad
300.0,1.0,15.0,1.0,1.0,7.0,1.0,0.0,0.0,100.0,2.0,5.0,0.0,1.0,
6300.0,3.0,1.0,0.0,7.0,1.0,5.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Green frogs
6300.0,3.0,1.0,0.0,7.0,1.0,5.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Brown frogs
6300.0,3.0,1.0,0.0,7.0,1.0,5.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Common toad
3400.0,2.0,2.0,0.0,6.0,7.0,10.0,0.0,0.0,75.0,1.0,1.0,0.0,1.0,Green frogs
3400.0,2.0,2.0,0.0,6.0,7.0,10.0,0.0,0.0,75.0,1.0,1.0,0.0,1.0,Common newt
2400.0,2.0,1.0,0.0,2.0,6.0,10.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,Green frogs
115000.0,5.0,1.0,0.0,10.0,2.0,6.0,3.0,4.0,100.0,0.0,1.0,0.0,1.0,Green frogs
115000.0,5.0,1.0,0.0,10.0,2.0,6.0,3.0,4.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
40000.0,4.0,1.0,1.0,10.0,7.0,6.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Green frogs
40000.0,4.0,1.0,1.0,10.0,7.0,6.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
40000.0,4.0,1.0,1.0,10.0,7.0,6.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Common toad
40000.0,4.0,1.0,1.0,10.0,7.0,6.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Fire-bellied toad
40000.0,4.0,1.0,1.0,10.0,7.0,6.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Tree frog
300.0,1.0,1.0,0.0,6.0,9.0,2.0,3.0,3.0,50.0,0.0,0.0,0.0,1.0,Green frogs
300.0,1.0,1.0,0.0,6.0,9.0,2.0,3.0,3.0,50.0,0.0,0.0,0.0,1.0,Brown frogs
300.0,1.0,1.0,0.0,6.0,9.0,2.0,3.0,3.0,50.0,0.0,0.0,0.0,1.0,Common toad
300.0,1.0,1.0,0.0,6.0,9.0,2.0,3.0,3.0,50.0,0.0,0.0,0.0,1.0,Tree frog
1500.0,1.0,1.0,0.0,9.0,6.0,6.0,3.0,0.0,25.0,0.0,0.0,0.0,1.0,Green frogs
4000.0,2.0,1.0,0.0,1.0,10.0,6.0,3.0,4.0,100.0,2.0,1.0,0.0,1.0,Green frogs
4000.0,2.0,1.0,0.0,1.0,10.0,6.0,3.0,4.0,100.0,2.0,1.0,0.0,1.0,Brown frogs
360000.0,12.0,1.0,1.0,10.0,1.0,7.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Green frogs
360000.0,12.0,1.0,1.0,10.0,1.0,7.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
360000.0,12.0,1.0,1.0,10.0,1.0,7.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Common toad
360000.0,12.0,1.0,1.0,10.0,1.0,7.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Fire-bellied toad
360000.0,12.0,1.0,1.0,10.0,1.0,7.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Tree frog
360000.0,12.0,1.0,1.0,10.0,1.0,7.0,3.0,4.0,100.0,1.0,1.0,0.0,1.0,Common newt
4100.0,5.0,1.0,1.0,1.0,10.0,2.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Green frogs
4100.0,5.0,1.0,1.0,1.0,10.0,2.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
4100.0,5.0,1.0,1.0,1.0,10.0,2.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Common toad
4100.0,5.0,1.0,1.0,1.0,10.0,2.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Tree frog
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,Green frogs
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,Brown frogs
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,Common toad
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,Fire-bellied toad
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,Tree frog
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,100.0,0.0,0.0,0.0,1.0,Common newt
1500.0,3.0,1.0,1.0,2.0,1.0,10.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Green frogs
1500.0,3.0,1.0,1.0,2.0,1.0,10.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
1500.0,3.0,1.0,1.0,2.0,1.0,10.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Common toad
1500.0,3.0,1.0,1.0,2.0,1.0,10.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Fire-bellied toad
1500.0,3.0,1.0,1.0,2.0,1.0,10.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Tree frog
1500.0,3.0,1.0,1.0,2.0,1.0,10.0,3.0,3.0,100.0,2.0,2.0,0.0,1.0,Common newt
300.0,1.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Green frogs
300.0,1.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Brown frogs
15000.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Green frogs
15000.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
15000.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Common toad
